id,name,partOf,locationType
9EjHvIHCtlR,Pesa Village Office,Location/ZgyUA00EGca,CRVS_OFFICE
x3LR9wxW7zO,Quanza Village Office,Location/fDZycvQTa7l,CRVS_OFFICE
JoWcURYxPY8,Queli Village Office,Location/UQl7Vl1YzoP,CRVS_OFFICE
gAACTP9gyv1,Quilani Village Office,Location/ilYURbLy4bA,CRVS_OFFICE
PqcUDO4lKNE,Quisha Village Office,Location/BseVCOHTNi6,CRVS_OFFICE
fvuP1uRr6YI,Raha Village Office,Location/XKQ6R4bAjTG,CRVS_OFFICE
EcFK12BGCSz,Rangi Village Office,Location/I8eZdkXLMeO,CRVS_OFFICE
fBDlbuWS5Ix,Rivka Village Office,Location/KqswxCGTELa,CRVS_OFFICE
plBArp5B1Id,Ruwanda Village Office,Location/elnZroVIXK9,CRVS_OFFICE
9Z850kEnydx,Sabuni Village Office,Location/9qWCA79ISjs,CRVS_OFFICE
OjD8uQO001x,Sina Village Office,Location/B5nvalfKOXi,CRVS_OFFICE
tSV2ceN59UA,Tano Village Office,Location/X1gv3NId9V7,CRVS_OFFICE
8JHUdKF0j7e,Tembo Village Office,Location/lKPoh3pKMzK,CRVS_OFFICE
8xIZM1JRcor,Tsanga Village Office,Location/cqis6Y8trbJ,CRVS_OFFICE
G5mSoyPstUe,Ubongo Village Office,Location/C99enq522wj,CRVS_OFFICE
gN2BR4cXsxj,Ufiki Village Office,Location/SCqQwF26GU6,CRVS_OFFICE
GJXke1Mo4iC,Vuli Village Office,Location/JRfmgliFAeF,CRVS_OFFICE
ZRL9OaYsP6i,Vumilia Village Office,Location/hgIqLSmNqE4,CRVS_OFFICE
ppaX3QjBvKN,Wapi Village Office,Location/VQ9OAw2ORsi,CRVS_OFFICE
0fAraVNqTIA,Watu Village Office,Location/ae24HZKjht3,CRVS_OFFICE
eogrNwwmq6O,Waziri Village Office,Location/LMijHPyyx6d,CRVS_OFFICE
X13npgW2zMj,Xhosa Village Office,Location/518Y2bTu5X1,CRVS_OFFICE
YqWg21nYCsX,Yazidi Village Office,Location/oblu17rNy8H,CRVS_OFFICE
6h8l7qgATtL,Zalika Village Office,Location/FxJpRa5HSUP,CRVS_OFFICE
LkTkx9NIQ0W,Zimbi Village Office,Location/pcQYbPuKGZ7,CRVS_OFFICE
R2i8nqg83Y0,Isamba District Hospital,Location/Qxj1vERd9JJ,HEALTH_FACILITY
t0qT1Vh8qi3,Ibombo District Hospital,Location/RNblUNSnSpQ,HEALTH_FACILITY
MCcAvVYHmsU,Itambo District Hospital,Location/SXsrYaPI77h,HEALTH_FACILITY
zPA4fKgZPZM,Ezhi District Hospital,Location/yIg1VrjnkAy,HEALTH_FACILITY
8OrJQUdLE4r,Ilanga District Hospital,Location/g9bEobgzisg,HEALTH_FACILITY
OtBJTfsUkiH,Irundu District Hospital,Location/z9zl7RuwERC,HEALTH_FACILITY
7i71S87XwXa,Zobwe District Hospital,Location/P9K63LSFZH3,HEALTH_FACILITY
I4ndZ4szi6s,Afue District Hospital,Location/f2pCLxb0lnX,HEALTH_FACILITY
hq2w5KP2M6d,Ama District Hospital,Location/MaDrivTETpr,HEALTH_FACILITY
W1zgTm2kGWP,Nsali District Hospital,Location/S1rKGyWYnsi,HEALTH_FACILITY
kQtB1WmEoBp,Soka District Hospital,Location/XRlphADibcf,HEALTH_FACILITY
CbHospX0011,Chibiya District Hospital,Location/RKQ6R4bAjTg,HEALTH_FACILITY
00000013CZ,Area 1-1-1 Office,Location/0000000003,CRVS_OFFICE
00000013D0,Area 1-1-2 Office,Location/0000000004,CRVS_OFFICE
00000013D1,Area 1-1-3 Office,Location/0000000005,CRVS_OFFICE
00000013D2,Area 1-1-4 Office,Location/0000000006,CRVS_OFFICE
00000013D3,Area 1-1-5 Office,Location/0000000007,CRVS_OFFICE
00000013D4,Area 1-1-6 Office,Location/0000000008,CRVS_OFFICE
00000013D5,Area 1-1-7 Office,Location/0000000009,CRVS_OFFICE
00000013D6,Area 1-1-8 Office,Location/000000000A,CRVS_OFFICE
00000013D7,Area 1-1-9 Office,Location/000000000B,CRVS_OFFICE
00000013D8,Area 1-1-10 Office,Location/000000000C,CRVS_OFFICE
00000013D9,Area 1-1-11 Office,Location/000000000D,CRVS_OFFICE
00000013DA,Area 1-1-12 Office,Location/000000000E,CRVS_OFFICE
00000013DB,Area 1-1-13 Office,Location/000000000F,CRVS_OFFICE
00000013DC,Area 1-1-14 Office,Location/000000000G,CRVS_OFFICE
00000013DD,Area 1-1-15 Office,Location/000000000H,CRVS_OFFICE
00000013DE,Area 1-1-16 Office,Location/000000000I,CRVS_OFFICE
00000013DF,Area 1-1-17 Office,Location/000000000J,CRVS_OFFICE
00000013DG,Area 1-1-18 Office,Location/000000000K,CRVS_OFFICE
00000013DH,Area 1-1-19 Office,Location/000000000L,CRVS_OFFICE
00000013DI,Area 1-1-20 Office,Location/000000000M,CRVS_OFFICE
00000013DJ,Area 1-1-21 Office,Location/000000000N,CRVS_OFFICE
00000013DK,Area 1-1-22 Office,Location/000000000O,CRVS_OFFICE
00000013DL,Area 1-1-23 Office,Location/000000000P,CRVS_OFFICE
00000013DM,Area 1-1-24 Office,Location/000000000Q,CRVS_OFFICE
00000013DN,Area 1-1-25 Office,Location/000000000R,CRVS_OFFICE
00000013DO,Area 1-1-26 Office,Location/000000000S,CRVS_OFFICE
00000013DP,Area 1-1-27 Office,Location/000000000T,CRVS_OFFICE
00000013DQ,Area 1-1-28 Office,Location/000000000U,CRVS_OFFICE
00000013DR,Area 1-1-29 Office,Location/000000000V,CRVS_OFFICE
00000013DS,Area 1-1-30 Office,Location/000000000W,CRVS_OFFICE
00000013DT,Area 1-1-31 Office,Location/000000000X,CRVS_OFFICE
00000013DU,Area 1-1-32 Office,Location/000000000Y,CRVS_OFFICE
00000013DV,Area 1-1-33 Office,Location/000000000Z,CRVS_OFFICE
00000013DW,Area 1-1-34 Office,Location/0000000010,CRVS_OFFICE
00000013DX,Area 1-1-35 Office,Location/0000000011,CRVS_OFFICE
00000013DY,Area 1-1-36 Office,Location/0000000012,CRVS_OFFICE
00000013DZ,Area 1-1-37 Office,Location/0000000013,CRVS_OFFICE
00000013E0,Area 1-1-38 Office,Location/0000000014,CRVS_OFFICE
00000013E1,Area 1-1-39 Office,Location/0000000015,CRVS_OFFICE
00000013E2,Area 1-1-40 Office,Location/0000000016,CRVS_OFFICE
00000013E3,Area 1-1-41 Office,Location/0000000017,CRVS_OFFICE
00000013E4,Area 1-1-42 Office,Location/0000000018,CRVS_OFFICE
00000013E5,Area 1-1-43 Office,Location/0000000019,CRVS_OFFICE
00000013E6,Area 1-1-44 Office,Location/000000001A,CRVS_OFFICE
00000013E7,Area 1-1-45 Office,Location/000000001B,CRVS_OFFICE
00000013E8,Area 1-1-46 Office,Location/000000001C,CRVS_OFFICE
00000013E9,Area 1-1-47 Office,Location/000000001D,CRVS_OFFICE
00000013EA,Area 1-1-48 Office,Location/000000001E,CRVS_OFFICE
00000013EB,Area 1-1-49 Office,Location/000000001F,CRVS_OFFICE
00000013EC,Area 1-1-50 Office,Location/000000001G,CRVS_OFFICE
00000013ED,Area 1-2-1 Office,Location/000000001I,CRVS_OFFICE
00000013EE,Area 1-2-2 Office,Location/000000001J,CRVS_OFFICE
00000013EF,Area 1-2-3 Office,Location/000000001K,CRVS_OFFICE
00000013EG,Area 1-2-4 Office,Location/000000001L,CRVS_OFFICE
00000013EH,Area 1-2-5 Office,Location/000000001M,CRVS_OFFICE
00000013EI,Area 1-2-6 Office,Location/000000001N,CRVS_OFFICE
00000013EJ,Area 1-2-7 Office,Location/000000001O,CRVS_OFFICE
00000013EK,Area 1-2-8 Office,Location/000000001P,CRVS_OFFICE
00000013EL,Area 1-2-9 Office,Location/000000001Q,CRVS_OFFICE
00000013EM,Area 1-2-10 Office,Location/000000001R,CRVS_OFFICE
00000013EN,Area 1-2-11 Office,Location/000000001S,CRVS_OFFICE
00000013EO,Area 1-2-12 Office,Location/000000001T,CRVS_OFFICE
00000013EP,Area 1-2-13 Office,Location/000000001U,CRVS_OFFICE
00000013EQ,Area 1-2-14 Office,Location/000000001V,CRVS_OFFICE
00000013ER,Area 1-2-15 Office,Location/000000001W,CRVS_OFFICE
00000013ES,Area 1-2-16 Office,Location/000000001X,CRVS_OFFICE
00000013ET,Area 1-2-17 Office,Location/000000001Y,CRVS_OFFICE
00000013EU,Area 1-2-18 Office,Location/000000001Z,CRVS_OFFICE
00000013EV,Area 1-2-19 Office,Location/0000000020,CRVS_OFFICE
00000013EW,Area 1-2-20 Office,Location/0000000021,CRVS_OFFICE
00000013EX,Area 1-2-21 Office,Location/0000000022,CRVS_OFFICE
00000013EY,Area 1-2-22 Office,Location/0000000023,CRVS_OFFICE
00000013EZ,Area 1-2-23 Office,Location/0000000024,CRVS_OFFICE
00000013F0,Area 1-2-24 Office,Location/0000000025,CRVS_OFFICE
00000013F1,Area 1-2-25 Office,Location/0000000026,CRVS_OFFICE
00000013F2,Area 1-2-26 Office,Location/0000000027,CRVS_OFFICE
00000013F3,Area 1-2-27 Office,Location/0000000028,CRVS_OFFICE
00000013F4,Area 1-2-28 Office,Location/0000000029,CRVS_OFFICE
00000013F5,Area 1-2-29 Office,Location/000000002A,CRVS_OFFICE
00000013F6,Area 1-2-30 Office,Location/000000002B,CRVS_OFFICE
00000013F7,Area 1-2-31 Office,Location/000000002C,CRVS_OFFICE
00000013F8,Area 1-2-32 Office,Location/000000002D,CRVS_OFFICE
00000013F9,Area 1-2-33 Office,Location/000000002E,CRVS_OFFICE
00000013FA,Area 1-2-34 Office,Location/000000002F,CRVS_OFFICE
00000013FB,Area 1-2-35 Office,Location/000000002G,CRVS_OFFICE
00000013FC,Area 1-2-36 Office,Location/000000002H,CRVS_OFFICE
00000013FD,Area 1-2-37 Office,Location/000000002I,CRVS_OFFICE
00000013FE,Area 1-2-38 Office,Location/000000002J,CRVS_OFFICE
00000013FF,Area 1-2-39 Office,Location/000000002K,CRVS_OFFICE
00000013FG,Area 1-2-40 Office,Location/000000002L,CRVS_OFFICE
00000013FH,Area 1-2-41 Office,Location/000000002M,CRVS_OFFICE
00000013FI,Area 1-2-42 Office,Location/000000002N,CRVS_OFFICE
00000013FJ,Area 1-2-43 Office,Location/000000002O,CRVS_OFFICE
00000013FK,Area 1-2-44 Office,Location/000000002P,CRVS_OFFICE
00000013FL,Area 1-2-45 Office,Location/000000002Q,CRVS_OFFICE
00000013FM,Area 1-2-46 Office,Location/000000002R,CRVS_OFFICE
00000013FN,Area 1-2-47 Office,Location/000000002S,CRVS_OFFICE
00000013FO,Area 1-2-48 Office,Location/000000002T,CRVS_OFFICE
00000013FP,Area 1-2-49 Office,Location/000000002U,CRVS_OFFICE
00000013FQ,Area 1-2-50 Office,Location/000000002V,CRVS_OFFICE
00000013FR,Area 1-3-1 Office,Location/000000002X,CRVS_OFFICE
00000013FS,Area 1-3-2 Office,Location/000000002Y,CRVS_OFFICE
00000013FT,Area 1-3-3 Office,Location/000000002Z,CRVS_OFFICE
00000013FU,Area 1-3-4 Office,Location/0000000030,CRVS_OFFICE
00000013FV,Area 1-3-5 Office,Location/0000000031,CRVS_OFFICE
00000013FW,Area 1-3-6 Office,Location/0000000032,CRVS_OFFICE
00000013FX,Area 1-3-7 Office,Location/0000000033,CRVS_OFFICE
00000013FY,Area 1-3-8 Office,Location/0000000034,CRVS_OFFICE
00000013FZ,Area 1-3-9 Office,Location/0000000035,CRVS_OFFICE
00000013G0,Area 1-3-10 Office,Location/0000000036,CRVS_OFFICE
00000013G1,Area 1-3-11 Office,Location/0000000037,CRVS_OFFICE
00000013G2,Area 1-3-12 Office,Location/0000000038,CRVS_OFFICE
00000013G3,Area 1-3-13 Office,Location/0000000039,CRVS_OFFICE
00000013G4,Area 1-3-14 Office,Location/000000003A,CRVS_OFFICE
00000013G5,Area 1-3-15 Office,Location/000000003B,CRVS_OFFICE
00000013G6,Area 1-3-16 Office,Location/000000003C,CRVS_OFFICE
00000013G7,Area 1-3-17 Office,Location/000000003D,CRVS_OFFICE
00000013G8,Area 1-3-18 Office,Location/000000003E,CRVS_OFFICE
00000013G9,Area 1-3-19 Office,Location/000000003F,CRVS_OFFICE
00000013GA,Area 1-3-20 Office,Location/000000003G,CRVS_OFFICE
00000013GB,Area 1-3-21 Office,Location/000000003H,CRVS_OFFICE
00000013GC,Area 1-3-22 Office,Location/000000003I,CRVS_OFFICE
00000013GD,Area 1-3-23 Office,Location/000000003J,CRVS_OFFICE
00000013GE,Area 1-3-24 Office,Location/000000003K,CRVS_OFFICE
00000013GF,Area 1-3-25 Office,Location/000000003L,CRVS_OFFICE
00000013GG,Area 1-3-26 Office,Location/000000003M,CRVS_OFFICE
00000013GH,Area 1-3-27 Office,Location/000000003N,CRVS_OFFICE
00000013GI,Area 1-3-28 Office,Location/000000003O,CRVS_OFFICE
00000013GJ,Area 1-3-29 Office,Location/000000003P,CRVS_OFFICE
00000013GK,Area 1-3-30 Office,Location/000000003Q,CRVS_OFFICE
00000013GL,Area 1-3-31 Office,Location/000000003R,CRVS_OFFICE
00000013GM,Area 1-3-32 Office,Location/000000003S,CRVS_OFFICE
00000013GN,Area 1-3-33 Office,Location/000000003T,CRVS_OFFICE
00000013GO,Area 1-3-34 Office,Location/000000003U,CRVS_OFFICE
00000013GP,Area 1-3-35 Office,Location/000000003V,CRVS_OFFICE
00000013GQ,Area 1-3-36 Office,Location/000000003W,CRVS_OFFICE
00000013GR,Area 1-3-37 Office,Location/000000003X,CRVS_OFFICE
00000013GS,Area 1-3-38 Office,Location/000000003Y,CRVS_OFFICE
00000013GT,Area 1-3-39 Office,Location/000000003Z,CRVS_OFFICE
00000013GU,Area 1-3-40 Office,Location/0000000040,CRVS_OFFICE
00000013GV,Area 1-3-41 Office,Location/0000000041,CRVS_OFFICE
00000013GW,Area 1-3-42 Office,Location/0000000042,CRVS_OFFICE
00000013GX,Area 1-3-43 Office,Location/0000000043,CRVS_OFFICE
00000013GY,Area 1-3-44 Office,Location/0000000044,CRVS_OFFICE
00000013GZ,Area 1-3-45 Office,Location/0000000045,CRVS_OFFICE
00000013H0,Area 1-3-46 Office,Location/0000000046,CRVS_OFFICE
00000013H1,Area 1-3-47 Office,Location/0000000047,CRVS_OFFICE
00000013H2,Area 1-3-48 Office,Location/0000000048,CRVS_OFFICE
00000013H3,Area 1-3-49 Office,Location/0000000049,CRVS_OFFICE
00000013H4,Area 1-3-50 Office,Location/000000004A,CRVS_OFFICE
00000013H5,Area 1-4-1 Office,Location/000000004C,CRVS_OFFICE
00000013H6,Area 1-4-2 Office,Location/000000004D,CRVS_OFFICE
00000013H7,Area 1-4-3 Office,Location/000000004E,CRVS_OFFICE
00000013H8,Area 1-4-4 Office,Location/000000004F,CRVS_OFFICE
00000013H9,Area 1-4-5 Office,Location/000000004G,CRVS_OFFICE
00000013HA,Area 1-4-6 Office,Location/000000004H,CRVS_OFFICE
00000013HB,Area 1-4-7 Office,Location/000000004I,CRVS_OFFICE
00000013HC,Area 1-4-8 Office,Location/000000004J,CRVS_OFFICE
00000013HD,Area 1-4-9 Office,Location/000000004K,CRVS_OFFICE
00000013HE,Area 1-4-10 Office,Location/000000004L,CRVS_OFFICE
00000013HF,Area 1-4-11 Office,Location/000000004M,CRVS_OFFICE
00000013HG,Area 1-4-12 Office,Location/000000004N,CRVS_OFFICE
00000013HH,Area 1-4-13 Office,Location/000000004O,CRVS_OFFICE
00000013HI,Area 1-4-14 Office,Location/000000004P,CRVS_OFFICE
00000013HJ,Area 1-4-15 Office,Location/000000004Q,CRVS_OFFICE
00000013HK,Area 1-4-16 Office,Location/000000004R,CRVS_OFFICE
00000013HL,Area 1-4-17 Office,Location/000000004S,CRVS_OFFICE
00000013HM,Area 1-4-18 Office,Location/000000004T,CRVS_OFFICE
00000013HN,Area 1-4-19 Office,Location/000000004U,CRVS_OFFICE
00000013HO,Area 1-4-20 Office,Location/000000004V,CRVS_OFFICE
00000013HP,Area 1-4-21 Office,Location/000000004W,CRVS_OFFICE
00000013HQ,Area 1-4-22 Office,Location/000000004X,CRVS_OFFICE
00000013HR,Area 1-4-23 Office,Location/000000004Y,CRVS_OFFICE
00000013HS,Area 1-4-24 Office,Location/000000004Z,CRVS_OFFICE
00000013HT,Area 1-4-25 Office,Location/0000000050,CRVS_OFFICE
00000013HU,Area 1-4-26 Office,Location/0000000051,CRVS_OFFICE
00000013HV,Area 1-4-27 Office,Location/0000000052,CRVS_OFFICE
00000013HW,Area 1-4-28 Office,Location/0000000053,CRVS_OFFICE
00000013HX,Area 1-4-29 Office,Location/0000000054,CRVS_OFFICE
00000013HY,Area 1-4-30 Office,Location/0000000055,CRVS_OFFICE
00000013HZ,Area 1-4-31 Office,Location/0000000056,CRVS_OFFICE
00000013I0,Area 1-4-32 Office,Location/0000000057,CRVS_OFFICE
00000013I1,Area 1-4-33 Office,Location/0000000058,CRVS_OFFICE
00000013I2,Area 1-4-34 Office,Location/0000000059,CRVS_OFFICE
00000013I3,Area 1-4-35 Office,Location/000000005A,CRVS_OFFICE
00000013I4,Area 1-4-36 Office,Location/000000005B,CRVS_OFFICE
00000013I5,Area 1-4-37 Office,Location/000000005C,CRVS_OFFICE
00000013I6,Area 1-4-38 Office,Location/000000005D,CRVS_OFFICE
00000013I7,Area 1-4-39 Office,Location/000000005E,CRVS_OFFICE
00000013I8,Area 1-4-40 Office,Location/000000005F,CRVS_OFFICE
00000013I9,Area 1-4-41 Office,Location/000000005G,CRVS_OFFICE
00000013IA,Area 1-4-42 Office,Location/000000005H,CRVS_OFFICE
00000013IB,Area 1-4-43 Office,Location/000000005I,CRVS_OFFICE
00000013IC,Area 1-4-44 Office,Location/000000005J,CRVS_OFFICE
00000013ID,Area 1-4-45 Office,Location/000000005K,CRVS_OFFICE
00000013IE,Area 1-4-46 Office,Location/000000005L,CRVS_OFFICE
00000013IF,Area 1-4-47 Office,Location/000000005M,CRVS_OFFICE
00000013IG,Area 1-4-48 Office,Location/000000005N,CRVS_OFFICE
00000013IH,Area 1-4-49 Office,Location/000000005O,CRVS_OFFICE
00000013II,Area 1-4-50 Office,Location/000000005P,CRVS_OFFICE
00000013IJ,Area 1-5-1 Office,Location/000000005R,CRVS_OFFICE
00000013IK,Area 1-5-2 Office,Location/000000005S,CRVS_OFFICE
00000013IL,Area 1-5-3 Office,Location/000000005T,CRVS_OFFICE
00000013IM,Area 1-5-4 Office,Location/000000005U,CRVS_OFFICE
00000013IN,Area 1-5-5 Office,Location/000000005V,CRVS_OFFICE
00000013IO,Area 1-5-6 Office,Location/000000005W,CRVS_OFFICE
00000013IP,Area 1-5-7 Office,Location/000000005X,CRVS_OFFICE
00000013IQ,Area 1-5-8 Office,Location/000000005Y,CRVS_OFFICE
00000013IR,Area 1-5-9 Office,Location/000000005Z,CRVS_OFFICE
00000013IS,Area 1-5-10 Office,Location/0000000060,CRVS_OFFICE
00000013IT,Area 1-5-11 Office,Location/0000000061,CRVS_OFFICE
00000013IU,Area 1-5-12 Office,Location/0000000062,CRVS_OFFICE
00000013IV,Area 1-5-13 Office,Location/0000000063,CRVS_OFFICE
00000013IW,Area 1-5-14 Office,Location/0000000064,CRVS_OFFICE
00000013IX,Area 1-5-15 Office,Location/0000000065,CRVS_OFFICE
00000013IY,Area 1-5-16 Office,Location/0000000066,CRVS_OFFICE
00000013IZ,Area 1-5-17 Office,Location/0000000067,CRVS_OFFICE
00000013J0,Area 1-5-18 Office,Location/0000000068,CRVS_OFFICE
00000013J1,Area 1-5-19 Office,Location/0000000069,CRVS_OFFICE
00000013J2,Area 1-5-20 Office,Location/000000006A,CRVS_OFFICE
00000013J3,Area 1-5-21 Office,Location/000000006B,CRVS_OFFICE
00000013J4,Area 1-5-22 Office,Location/000000006C,CRVS_OFFICE
00000013J5,Area 1-5-23 Office,Location/000000006D,CRVS_OFFICE
00000013J6,Area 1-5-24 Office,Location/000000006E,CRVS_OFFICE
00000013J7,Area 1-5-25 Office,Location/000000006F,CRVS_OFFICE
00000013J8,Area 1-5-26 Office,Location/000000006G,CRVS_OFFICE
00000013J9,Area 1-5-27 Office,Location/000000006H,CRVS_OFFICE
00000013JA,Area 1-5-28 Office,Location/000000006I,CRVS_OFFICE
00000013JB,Area 1-5-29 Office,Location/000000006J,CRVS_OFFICE
00000013JC,Area 1-5-30 Office,Location/000000006K,CRVS_OFFICE
00000013JD,Area 1-5-31 Office,Location/000000006L,CRVS_OFFICE
00000013JE,Area 1-5-32 Office,Location/000000006M,CRVS_OFFICE
00000013JF,Area 1-5-33 Office,Location/000000006N,CRVS_OFFICE
00000013JG,Area 1-5-34 Office,Location/000000006O,CRVS_OFFICE
00000013JH,Area 1-5-35 Office,Location/000000006P,CRVS_OFFICE
00000013JI,Area 1-5-36 Office,Location/000000006Q,CRVS_OFFICE
00000013JJ,Area 1-5-37 Office,Location/000000006R,CRVS_OFFICE
00000013JK,Area 1-5-38 Office,Location/000000006S,CRVS_OFFICE
00000013JL,Area 1-5-39 Office,Location/000000006T,CRVS_OFFICE
00000013JM,Area 1-5-40 Office,Location/000000006U,CRVS_OFFICE
00000013JN,Area 1-5-41 Office,Location/000000006V,CRVS_OFFICE
00000013JO,Area 1-5-42 Office,Location/000000006W,CRVS_OFFICE
00000013JP,Area 1-5-43 Office,Location/000000006X,CRVS_OFFICE
00000013JQ,Area 1-5-44 Office,Location/000000006Y,CRVS_OFFICE
00000013JR,Area 1-5-45 Office,Location/000000006Z,CRVS_OFFICE
00000013JS,Area 1-5-46 Office,Location/0000000070,CRVS_OFFICE
00000013JT,Area 1-5-47 Office,Location/0000000071,CRVS_OFFICE
00000013JU,Area 1-5-48 Office,Location/0000000072,CRVS_OFFICE
00000013JV,Area 1-5-49 Office,Location/0000000073,CRVS_OFFICE
00000013JW,Area 1-5-50 Office,Location/0000000074,CRVS_OFFICE
00000013JX,Area 1-6-1 Office,Location/0000000076,CRVS_OFFICE
00000013JY,Area 1-6-2 Office,Location/0000000077,CRVS_OFFICE
00000013JZ,Area 1-6-3 Office,Location/0000000078,CRVS_OFFICE
00000013K0,Area 1-6-4 Office,Location/0000000079,CRVS_OFFICE
00000013K1,Area 1-6-5 Office,Location/000000007A,CRVS_OFFICE
00000013K2,Area 1-6-6 Office,Location/000000007B,CRVS_OFFICE
00000013K3,Area 1-6-7 Office,Location/000000007C,CRVS_OFFICE
00000013K4,Area 1-6-8 Office,Location/000000007D,CRVS_OFFICE
